Measure,Date,Value
North Sea,09-09-2011,46.19
Persian Gulf,09-09-2011,38.13
Sea Japan,09-09-2011,102.5
Andaman Sea,09-10-2011,4.15
Arabian Sea,09-10-2011,12.18
Atlantic Ocean,09-10-2011,25.92
Bay Bengal,09-10-2011,45.17
Bering Sea,09-10-2011,38.52
Caribbean Sea,09-10-2011,45.94
Gulf Mexico,09-10-2011,75.76
Indian Ocean,09-10-2011,40.72
Indonesian,09-10-2011,-32.62
Mediterranean,09-10-2011,82.93
Nino,09-10-2011,17.77
North Atlantic,09-10-2011,54.71
North Pacific,09-10-2011,80.11
Pacific Ocean,09-10-2011,28.76
Sea Okhotsk,09-10-2011,17.62
South China,09-10-2011,47.49
Southern Ocean,09-10-2011,8.86
Tropics,09-10-2011,31.55
World,09-10-2011,30.54
Adriatic Sea,09-11-2011,80.93
Yellow Sea,09-11-2011,151.96
Persian Gulf,09-14-2011,54.93
South China,09-14-2011,46.87
Adriatic Sea,09-15-2011,56.79
Andaman Sea,09-15-2011,-4.59
Arabian Sea,09-15-2011,12.49
Atlantic Ocean,09-15-2011,30.55
Baltic Sea,09-15-2011,155.9
Bay Bengal,09-15-2011,25.84
Bering Sea,09-15-2011,27.72
Caribbean Sea,09-15-2011,45.92
Gulf Mexico,09-15-2011,82
Indian Ocean,09-15-2011,31.58
Indonesian,09-15-2011,-30.99
Mediterranean,09-15-2011,76.78
Nino,09-15-2011,14.46
North Atlantic,09-15-2011,63.89
North Pacific,09-15-2011,73.47
North Sea,09-15-2011,70.34
Pacific Ocean,09-15-2011,23.7
Sea Japan,09-15-2011,117.13
Sea Okhotsk,09-15-2011,13.31
Southern Ocean,09-15-2011,6.69
Tropics,09-15-2011,27.11
World,09-15-2011,27.76
Yellow Sea,09-15-2011,151.91
Baltic Sea,09-19-2011,198.55
Bay Bengal,09-19-2011,19.97
Mediterranean,09-19-2011,89.23
North Sea,09-19-2011,73.39
Persian Gulf,09-19-2011,67.63
Sea Okhotsk,09-19-2011,26.82
South China,09-19-2011,34.59
Andaman Sea,09-20-2011,11.55
Arabian Sea,09-20-2011,-1.12
Atlantic Ocean,09-20-2011,32.52
Bering Sea,09-20-2011,12.62
Caribbean Sea,09-20-2011,53.84
Gulf Mexico,09-20-2011,93.16
Indian Ocean,09-20-2011,32.42
Indonesian,09-20-2011,-23.22
Nino,09-20-2011,21.27
North Atlantic,09-20-2011,61.81
North Pacific,09-20-2011,75.51
Pacific Ocean,09-20-2011,29.46
Sea Japan,09-20-2011,91.1
Southern Ocean,09-20-2011,7.26
Tropics,09-20-2011,32.25
World,09-20-2011,31.24
Yellow Sea,09-20-2011,156.76
Adriatic Sea,09-21-2011,65.03
Arabian Sea,09-24-2011,0.59
Baltic Sea,09-24-2011,239.3
Bering Sea,09-24-2011,17.42
Caribbean Sea,09-24-2011,42.42
Gulf Mexico,09-24-2011,80.7
Indonesian,09-24-2011,-0.49
Mediterranean,09-24-2011,81.28
South China,09-24-2011,65.47
Adriatic Sea,09-25-2011,84.69
Andaman Sea,09-25-2011,-15.79
Atlantic Ocean,09-25-2011,27.35
Bay Bengal,09-25-2011,13.34
Indian Ocean,09-25-2011,26.78
Nino,09-25-2011,20.46
North Atlantic,09-25-2011,48.59
North Pacific,09-25-2011,85.07
North Sea,09-25-2011,100.94
Pacific Ocean,09-25-2011,34.8
Persian Gulf,09-25-2011,72.33
Sea Japan,09-25-2011,119.33
Sea Okhotsk,09-25-2011,11.81
Southern Ocean,09-25-2011,11.49
Tropics,09-25-2011,31.51
World,09-25-2011,32.06
Yellow Sea,09-25-2011,152.51
Baltic Sea,09-29-2011,238.25
Bay Bengal,09-29-2011,9.57
Mediterranean,09-29-2011,74.53
North Sea,09-29-2011,135.39
Persian Gulf,09-29-2011,56.73
Sea Okhotsk,09-29-2011,8.52
Andaman Sea,09-30-2011,22.95
Arabian Sea,09-30-2011,3.98
Atlantic Ocean,09-30-2011,25.72
Bering Sea,09-30-2011,44.72
Caribbean Sea,09-30-2011,53.44
Gulf Mexico,09-30-2011,83.36
Indian Ocean,09-30-2011,30.72
Indonesian,09-30-2011,10.58
Nino,09-30-2011,24.57
North Atlantic,09-30-2011,54.51
North Pacific,09-30-2011,93.71
Pacific Ocean,09-30-2011,37.46
Sea Japan,09-30-2011,178.4
South China,09-30-2011,68.39
Southern Ocean,09-30-2011,8.46
Tropics,09-30-2011,35.55
World,09-30-2011,34.54
Yellow Sea,09-30-2011,158.26
Adriatic Sea,10-01-2011,26.63
Adriatic Sea,10-04-2011,29.09
Arabian Sea,10-04-2011,-4.91
Bay Bengal,10-04-2011,-5.96
Bering Sea,10-04-2011,39.82
Indonesian,10-04-2011,38.11
Mediterranean,10-04-2011,52.78
Nino,10-04-2011,26.66
Sea Japan,10-04-2011,190.23
Sea Okhotsk,10-04-2011,8.11
South China,10-04-2011,69.57
Andaman Sea,10-05-2011,57.21
Atlantic Ocean,10-05-2011,36.25
Baltic Sea,10-05-2011,207.9
Caribbean Sea,10-05-2011,52.12
Gulf Mexico,10-05-2011,76.7
Indian Ocean,10-05-2011,33.18
North Atlantic,10-05-2011,67.79
North Pacific,10-05-2011,90.77
North Sea,10-05-2011,188.04
Pacific Ocean,10-05-2011,31.9
Persian Gulf,10-05-2011,116.63
Southern Ocean,10-05-2011,11.09
Tropics,10-05-2011,34.61
World,10-05-2011,35.06
Yellow Sea,10-05-2011,166.81
Andaman Sea,10-09-2011,53.25
Baltic Sea,10-09-2011,222.15
Bay Bengal,10-09-2011,27.27
Indian Ocean,10-09-2011,34.92
Mediterranean,10-09-2011,69.73
North Sea,10-09-2011,164.59
Persian Gulf,10-09-2011,136.63
Sea Okhotsk,10-09-2011,26.82
South China,10-09-2011,66.39
Arabian Sea,10-10-2011,-3.02
Atlantic Ocean,10-10-2011,37.82
Bering Sea,10-10-2011,68.22
Caribbean Sea,10-10-2011,58.34
Gulf Mexico,10-10-2011,93.06
Indonesian,10-10-2011,54.28
Nino,10-10-2011,32.17
North Atlantic,10-10-2011,66.61
North Pacific,10-10-2011,97.51
Pacific Ocean,10-10-2011,33.96
Sea Japan,10-10-2011,160
Southern Ocean,10-10-2011,12.06
Tropics,10-10-2011,37.65
World,10-10-2011,37.54
Yellow Sea,10-10-2011,106.36
Adriatic Sea,10-11-2011,47.33
Adriatic Sea,10-14-2011,64.99
Arabian Sea,10-14-2011,-1.51
Baltic Sea,10-14-2011,309.5
Bay Bengal,10-14-2011,17.64
Bering Sea,10-14-2011,49.92
Mediterranean,10-14-2011,87.98
Persian Gulf,10-14-2011,68.33
South China,10-14-2011,67.67
Atlantic Ocean,10-15-2011,47.45
Caribbean Sea,10-15-2011,58.02
Gulf Mexico,10-15-2011,116.4
Indian Ocean,10-15-2011,38.38
Indonesian,10-15-2011,47.61
Nino,10-15-2011,36.96
North Atlantic,10-15-2011,74.29
North Pacific,10-15-2011,87.37
North Sea,10-15-2011,140.14
Pacific Ocean,10-15-2011,28
Sea Japan,10-15-2011,110.33
Sea Okhotsk,10-15-2011,19.41
Southern Ocean,10-15-2011,11.49
Tropics,10-15-2011,38.31
World,10-15-2011,37.56
Yellow Sea,10-15-2011,84.01
Andaman Sea,10-16-2011,38.71
Andaman Sea,10-19-2011,60.15
Baltic Sea,10-19-2011,312.15
Bay Bengal,10-19-2011,28.57
Indian Ocean,10-19-2011,41.62
Mediterranean,10-19-2011,84.03
North Sea,10-19-2011,108.19
Persian Gulf,10-19-2011,16.43
Sea Japan,10-19-2011,93.4
Sea Okhotsk,10-19-2011,0.62
South China,10-19-2011,75.99
Adriatic Sea,10-20-2011,43.73
Arabian Sea,10-20-2011,20.48
Atlantic Ocean,10-20-2011,57.52
Bering Sea,10-20-2011,26.82
Caribbean Sea,10-20-2011,64.04
Gulf Mexico,10-20-2011,85.46
Indonesian,10-20-2011,41.58
Nino,10-20-2011,43.17
North Atlantic,10-20-2011,84.21
North Pacific,10-20-2011,78.81
Pacific Ocean,10-20-2011,25.76
Southern Ocean,10-20-2011,17.46
Tropics,10-20-2011,39.75
World,10-20-2011,38.94
Yellow Sea,10-20-2011,78.06
Adriatic Sea,10-24-2011,108.69
Andaman Sea,10-24-2011,36.31
Arabian Sea,10-24-2011,31.99
Baltic Sea,10-24-2011,318
Bering Sea,10-24-2011,-14.48
Gulf Mexico,10-24-2011,71.9
Indian Ocean,10-24-2011,46.28
Indonesian,10-24-2011,56.81
Mediterranean,10-24-2011,92.18
Nino,10-24-2011,37.96
Pacific Ocean,10-24-2011,12.7
Persian Gulf,10-24-2011,85.73
Sea Japan,10-24-2011,93.43
South China,10-24-2011,121.27
Yellow Sea,10-24-2011,80.81
Atlantic Ocean,10-25-2011,56.05
Bay Bengal,10-25-2011,44.64
Caribbean Sea,10-25-2011,49.22
North Atlantic,10-25-2011,75.69
North Pacific,10-25-2011,67.37
North Sea,10-25-2011,68.14
Sea Okhotsk,10-25-2011,-5.89
Southern Ocean,10-25-2011,12.49
Tropics,10-25-2011,35.21
World,10-25-2011,33.76
Baltic Sea,10-28-2011,207.05
Andaman Sea,10-29-2011,25.25
Arabian Sea,10-29-2011,17.18
Bay Bengal,10-29-2011,21.47
Bering Sea,10-29-2011,-1.98
Indian Ocean,10-29-2011,42.82
Indonesian,10-29-2011,69.18
Mediterranean,10-29-2011,91.23
Nino,10-29-2011,38.37
North Pacific,10-29-2011,75.01
North Sea,10-29-2011,46.69
Pacific Ocean,10-29-2011,22.26
Persian Gulf,10-29-2011,120.23
Sea Japan,10-29-2011,112.3
Sea Okhotsk,10-29-2011,-15.08
South China,10-29-2011,100.49
Southern Ocean,10-29-2011,17.06
Tropics,10-29-2011,34.65
World,10-29-2011,34.54
Adriatic Sea,10-30-2011,69.33
Atlantic Ocean,10-30-2011,46.82
Caribbean Sea,10-30-2011,40.84
Gulf Mexico,10-30-2011,56.66
North Atlantic,10-30-2011,66.11
Yellow Sea,10-30-2011,88.06
Adriatic Sea,11-02-2011,149.29
Arabian Sea,11-03-2011,33.59
Baltic Sea,11-03-2011,161
Bay Bengal,11-03-2011,48.64
Bering Sea,11-03-2011,1.82
Gulf Mexico,11-03-2011,70.7
Indian Ocean,11-03-2011,39.08
Indonesian,11-03-2011,80.91
Mediterranean,11-03-2011,81.78
Nino,11-03-2011,35.36
North Pacific,11-03-2011,77.37
Pacific Ocean,11-03-2011,20.2
Persian Gulf,11-03-2011,147.13
Sea Japan,11-03-2011,121.83
Sea Okhotsk,11-03-2011,4.11
South China,11-03-2011,126.67
Southern Ocean,11-03-2011,9.39
Tropics,11-03-2011,36.21
World,11-03-2011,33.86
Andaman Sea,11-04-2011,5.11
Atlantic Ocean,11-04-2011,44.45
Caribbean Sea,11-04-2011,34.62
North Atlantic,11-04-2011,60.49
North Sea,11-04-2011,139.54
Yellow Sea,11-04-2011,107.61
Baltic Sea,11-07-2011,128.75
Andaman Sea,11-08-2011,83.05
Arabian Sea,11-08-2011,30.68
Bay Bengal,11-08-2011,32.57
Bering Sea,11-08-2011,-12.18
Gulf Mexico,11-08-2011,69.36
Indian Ocean,11-08-2011,36.32
Indonesian,11-08-2011,88.38
Mediterranean,11-08-2011,77.83
Nino,11-08-2011,34.47
North Pacific,11-08-2011,78.61
North Sea,11-08-2011,117.09
Pacific Ocean,11-08-2011,23.86
Persian Gulf,11-08-2011,137.13
Sea Japan,11-08-2011,122.1
Sea Okhotsk,11-08-2011,-3.98
South China,11-08-2011,81.79
Southern Ocean,11-08-2011,8.36
Tropics,11-08-2011,37.75
World,11-08-2011,33.64
Adriatic Sea,11-09-2011,80.33
Atlantic Ocean,11-09-2011,40.62
Caribbean Sea,11-09-2011,49.84
North Atlantic,11-09-2011,49.71
Yellow Sea,11-09-2011,108.66
Adriatic Sea,11-13-2011,94.39
Andaman Sea,11-13-2011,60.91
Arabian Sea,11-13-2011,29.19
Atlantic Ocean,11-13-2011,39.35
Bay Bengal,11-13-2011,13.44
Bering Sea,11-13-2011,-20.48
Gulf Mexico,11-13-2011,64.3
Indian Ocean,11-13-2011,27.28
Indonesian,11-13-2011,86.91
Mediterranean,11-13-2011,74.78
Nino,11-13-2011,28.26
North Pacific,11-13-2011,63.97
Pacific Ocean,11-13-2011,20
Persian Gulf,11-13-2011,117.03
Sea Japan,11-13-2011,110.83
Sea Okhotsk,11-13-2011,-5.59
South China,11-13-2011,86.67
Southern Ocean,11-13-2011,7.09
Tropics,11-13-2011,33.31
World,11-13-2011,29.76
Yellow Sea,11-13-2011,71.31
Baltic Sea,11-14-2011,24.3
Caribbean Sea,11-14-2011,42.72
North Atlantic,11-14-2011,47.79
North Sea,11-14-2011,97.84
Baltic Sea,11-17-2011,-9.25
Andaman Sea,11-18-2011,38.85
Arabian Sea,11-18-2011,26.58
Atlantic Ocean,11-18-2011,41.32
Bay Bengal,11-18-2011,42.37
Bering Sea,11-18-2011,-15.48
Gulf Mexico,11-18-2011,61.96
Indian Ocean,11-18-2011,31.42
Indonesian,11-18-2011,96.58
Mediterranean,11-18-2011,35.43
Nino,11-18-2011,31.57
North Pacific,11-18-2011,67.31
North Sea,11-18-2011,122.59
Pacific Ocean,11-18-2011,26.46
Persian Gulf,11-18-2011,106.03
Sea Japan,11-18-2011,123.1
Sea Okhotsk,11-18-2011,-5.88
South China,11-18-2011,110.19
Southern Ocean,11-18-2011,18.26
Tropics,11-18-2011,35.75
World,11-18-2011,33.84
Adriatic Sea,11-19-2011,82.33
Caribbean Sea,11-19-2011,39.74
North Atlantic,11-19-2011,43.51
Yellow Sea,11-19-2011,49.46
Adriatic Sea,11-23-2011,40.89
Andaman Sea,11-23-2011,28.61
Arabian Sea,11-23-2011,29.79
Atlantic Ocean,11-23-2011,37.95
Baltic Sea,11-23-2011,2.8
Bay Bengal,11-23-2011,37.64
Bering Sea,11-23-2011,-4.58
Caribbean Sea,11-23-2011,34.12
Gulf Mexico,11-23-2011,60.6
Indian Ocean,11-23-2011,36.68
Indonesian,11-23-2011,90.91
Mediterranean,11-23-2011,17.98
Nino,11-23-2011,30.56
North Atlantic,11-23-2011,42.29
North Pacific,11-23-2011,59.77
Pacific Ocean,11-23-2011,26.6
Persian Gulf,11-23-2011,62.43
Sea Japan,11-23-2011,81.03
Sea Okhotsk,11-23-2011,2.41
South China,11-23-2011,138.67
Southern Ocean,11-23-2011,25.69
Tropics,11-23-2011,34.21
World,11-23-2011,33.86
Yellow Sea,11-23-2011,-8.19
North Sea,11-24-2011,208.24
Baltic Sea,11-27-2011,0.65
Andaman Sea,11-28-2011,-0.45
Arabian Sea,11-28-2011,25.08
Atlantic Ocean,11-28-2011,44.72
Bay Bengal,11-28-2011,30.37
Bering Sea,11-28-2011,-14.98
Gulf Mexico,11-28-2011,49.86
Indian Ocean,11-28-2011,51.42
Indonesian,11-28-2011,104.88
Mediterranean,11-28-2011,-5.47
Nino,11-28-2011,31.87
North Atlantic,11-28-2011,44.31
North Pacific,11-28-2011,53.11
North Sea,11-28-2011,180.39
Pacific Ocean,11-28-2011,24.56
Persian Gulf,11-28-2011,28.33
Sea Japan,11-28-2011,44
Sea Okhotsk,11-28-2011,-18.68
South China,11-28-2011,122.09
Southern Ocean,11-28-2011,34.96
Tropics,11-28-2011,34.35
World,11-28-2011,35.64
Adriatic Sea,11-29-2011,27.23
Caribbean Sea,11-29-2011,32.14
Yellow Sea,11-29-2011,21.26
Baltic Sea,12-01-2011,98.6
Adriatic Sea,12-02-2011,-17.61
Indonesian,12-02-2011,105.01
Mediterranean,12-02-2011,-21.92
Persian Gulf,12-02-2011,168.23
South China,12-02-2011,110.77
Andaman Sea,12-03-2011,44.21
Arabian Sea,12-03-2011,30.89
Atlantic Ocean,12-03-2011,46.25
Bay Bengal,12-03-2011,28.54
Bering Sea,12-03-2011,-11.88
Caribbean Sea,12-03-2011,24.42
Gulf Mexico,12-03-2011,46.8
Indian Ocean,12-03-2011,51.78
Nino,12-03-2011,29.16
North Atlantic,12-03-2011,48.39
North Pacific,12-03-2011,55.27
North Sea,12-03-2011,191.44
Pacific Ocean,12-03-2011,20
Sea Japan,12-03-2011,73.13
Sea Okhotsk,12-03-2011,-4.69
Southern Ocean,12-03-2011,32.69
Tropics,12-03-2011,33.21
World,12-03-2011,34.06
Yellow Sea,12-03-2011,33.21
Baltic Sea,12-07-2011,183.05
Persian Gulf,12-07-2011,54.53
Andaman Sea,12-08-2011,55.15
Arabian Sea,12-08-2011,30.68
Atlantic Ocean,12-08-2011,50.02
Bay Bengal,12-08-2011,40.07
Bering Sea,12-08-2011,-4.78
Caribbean Sea,12-08-2011,36.64
Gulf Mexico,12-08-2011,40.86
Indian Ocean,12-08-2011,59.92
Indonesian,12-08-2011,129.98
Mediterranean,12-08-2011,24.23
Nino,12-08-2011,29.27
North Atlantic,12-08-2011,50.21
North Pacific,12-08-2011,45.71
North Sea,12-08-2011,118.39
Pacific Ocean,12-08-2011,15.46
Sea Japan,12-08-2011,64.8
Sea Okhotsk,12-08-2011,2.62
South China,12-08-2011,115.29
Southern Ocean,12-08-2011,34.96
Tropics,12-08-2011,34.45
World,12-08-2011,35.24
Adriatic Sea,12-09-2011,89.13
Yellow Sea,12-09-2011,26.96
Persian Gulf,12-12-2011,80.23
Adriatic Sea,12-13-2011,90.49
Andaman Sea,12-13-2011,66.61
Arabian Sea,12-13-2011,26.19
Atlantic Ocean,12-13-2011,45.65
Baltic Sea,12-13-2011,321.2
Bay Bengal,12-13-2011,48.84
Bering Sea,12-13-2011,-13.78
Caribbean Sea,12-13-2011,33.62
Gulf Mexico,12-13-2011,56.2
Indian Ocean,12-13-2011,45.78
Indonesian,12-13-2011,140.11
Mediterranean,12-13-2011,64.08
Nino,12-13-2011,31.16
North Atlantic,12-13-2011,49.29
North Pacific,12-13-2011,45.37
Pacific Ocean,12-13-2011,15.1
Sea Japan,12-13-2011,50.23
Sea Okhotsk,12-13-2011,-7.29
South China,12-13-2011,174.67
Southern Ocean,12-13-2011,25.29
Tropics,12-13-2011,34.61
World,12-13-2011,33.36
Yellow Sea,12-13-2011,34.91
North Sea,12-14-2011,76.74
Baltic Sea,12-17-2011,321.15
Persian Gulf,12-17-2011,154.83
Andaman Sea,12-18-2011,59.75
Arabian Sea,12-18-2011,25.38
Atlantic Ocean,12-18-2011,43.12
Bay Bengal,12-18-2011,41.47
Bering Sea,12-18-2011,-41.38
Caribbean Sea,12-18-2011,20.04
Gulf Mexico,12-18-2011,40.56
Indian Ocean,12-18-2011,45.52
Indonesian,12-18-2011,152.38
Mediterranean,12-18-2011,71.93
Nino,12-18-2011,27.67
North Atlantic,12-18-2011,38.51
North Pacific,12-18-2011,36.21
North Sea,12-18-2011,75.39
Pacific Ocean,12-18-2011,21.66
Sea Japan,12-18-2011,38.1
Sea Okhotsk,12-18-2011,0.92
South China,12-18-2011,149.39
Southern Ocean,12-18-2011,33.66
Tropics,12-18-2011,35.35
World,12-18-2011,34.84
Yellow Sea,12-18-2011,1.66
Adriatic Sea,12-19-2011,90.53
Adriatic Sea,12-22-2011,71.49
Persian Gulf,12-22-2011,77.63
South China,12-22-2011,166.37
Andaman Sea,12-23-2011,92.01
Arabian Sea,12-23-2011,31.69
Atlantic Ocean,12-23-2011,38.05
Baltic Sea,12-23-2011,413.2
Bay Bengal,12-23-2011,46.74
Bering Sea,12-23-2011,-45.08
Caribbean Sea,12-23-2011,7.22
Gulf Mexico,12-23-2011,70.6
Indian Ocean,12-23-2011,44.88
Indonesian,12-23-2011,181.41
Mediterranean,12-23-2011,64.88
Nino,12-23-2011,30.36
North Atlantic,12-23-2011,34.39
North Pacific,12-23-2011,26.77
North Sea,12-23-2011,154.34
Pacific Ocean,12-23-2011,20.5
Sea Japan,12-23-2011,23.73
Sea Okhotsk,12-23-2011,37.31
Southern Ocean,12-23-2011,33.79
Tropics,12-23-2011,36.41
